Titel;playstation?;xbox?;nintendo?;pc?;sonstige?;Punkte;Genre;editors_choice;Veröffentlichung_Jahr;Veröffentlichung_Monat
ELEX;TRUE;TRUE;FALSE;TRUE;FALSE;4.9;Action-RPG;N;2017;10
Elite Dangerous PS4;TRUE;FALSE;FALSE;FALSE;FALSE;7.5;Simulator;N;2017;6
Endless Space 2;FALSE;FALSE;FALSE;TRUE;TRUE;7.9;Strategy;N;2017;5
Ever Oasis;FALSE;FALSE;TRUE;FALSE;FALSE;8.9;Action-Adventure;N;2017;6
F1 2017;TRUE;TRUE;FALSE;TRUE;FALSE;8.9;Racing;Y;2017;8
Fallout 4 (VR);FALSE;FALSE;FALSE;TRUE;FALSE;7.9;Action-RPG;N;2017;12
Farpoint;TRUE;FALSE;FALSE;FALSE;FALSE;7.5;Shooter;N;2017;5
Fast RMX;FALSE;FALSE;TRUE;FALSE;FALSE;7.4;Racing;N;2017;3
FIFA 18;TRUE;TRUE;FALSE;TRUE;FALSE;8.1;Sports;N;2017;9
FIFA 18 Switch;FALSE;FALSE;TRUE;FALSE;FALSE;5.5;Sports;N;2017;9
Final Fantasy XII: The Zodiac Age;TRUE;FALSE;FALSE;FALSE;FALSE;8.8;RPG;N;2017;7
Final Fantasy XIV: Stormblood DLC;TRUE;FALSE;FALSE;TRUE;TRUE;9.2;RPG;N;2017;6
Fire Emblem Heroes;FALSE;FALSE;FALSE;FALSE;TRUE;7.4;RPG;N;2017;2
Fire Emblem Heroes: Shadows of Valentia;FALSE;FALSE;TRUE;FALSE;FALSE;7.8;RPG;N;2017;5
Fire Emblem Warriors;FALSE;FALSE;TRUE;FALSE;FALSE;8;Action-RPG;N;2017;10
FlatOut 4: Total Insanity;TRUE;TRUE;FALSE;TRUE;FALSE;6.6;Racing;N;2017;4
For Honor;TRUE;TRUE;FALSE;TRUE;FALSE;8;Action;N;2017;2
Fortnite Battle Royale;TRUE;TRUE;FALSE;TRUE;TRUE;9.6;Survival;Y;2017;9
Forza Horizon 3: Hot Wheels;FALSE;TRUE;FALSE;TRUE;FALSE;9;Racing;Y;2017;5
Forza Motorsport 7;FALSE;TRUE;FALSE;TRUE;FALSE;9.2;Racing;Y;2017;9
Friday the 13th: The Game;TRUE;TRUE;FALSE;TRUE;FALSE;6.9;Survival;N;2017;5
Full Throttle Remastered;TRUE;FALSE;FALSE;TRUE;FALSE;8;Adventure;N;2017;4
Ghost Recon: Wildlands;TRUE;TRUE;FALSE;TRUE;FALSE;7.9;Shooter;N;2017;3
Gigantic;FALSE;TRUE;FALSE;TRUE;FALSE;7.5;Shooter;N;2017;8
Golf Story;FALSE;FALSE;TRUE;FALSE;FALSE;7.5;Sports;N;2017;9
Gorogoa;TRUE;TRUE;TRUE;TRUE;TRUE;8.5;Puzzle;N;2017;12
Graceful Explosion Machine;TRUE;FALSE;TRUE;FALSE;FALSE;8;Shooter;N;2017;4
Gran Turismo Sport;TRUE;FALSE;FALSE;FALSE;FALSE;7.5;Racing;N;2017;10
Gravity Rush 2;TRUE;FALSE;FALSE;FALSE;FALSE;8.4;Action-Adventure;N;2017;1
Guardians of the Galaxy: The Telltale Series Episode 1;TRUE;TRUE;FALSE;TRUE;TRUE;8.5;Adventure;N;2017;4
Guardians of the Galaxy: The Telltale Series Episode 2;TRUE;TRUE;FALSE;TRUE;TRUE;7.9;Adventure;N;2017;6
Guardians of the Galaxy: The Telltale Series Episode 3;TRUE;TRUE;FALSE;TRUE;TRUE;6.8;Adventure;N;2017;8
Guardians of the Galaxy: The Telltale Series Episode 4;TRUE;TRUE;FALSE;TRUE;TRUE;8.6;Adventure;N;2017;10
Halo Wars 2;FALSE;TRUE;FALSE;TRUE;FALSE;7;Strategy;N;2017;2
Hand of Fate 2;TRUE;TRUE;FALSE;TRUE;TRUE;8;Action-RPG;N;2017;11
Has Been Heroes;TRUE;TRUE;FALSE;TRUE;FALSE;6.1;Action;N;2017;3
Heat Signature;FALSE;FALSE;FALSE;TRUE;FALSE;8;Stealth;N;2017;9
Hellblade: Senua's Sacrifice;TRUE;TRUE;FALSE;TRUE;FALSE;9;Action-Adventure;Y;2017;8
Hello Neighbor;FALSE;TRUE;FALSE;TRUE;FALSE;4.1;Survival;N;2017;12
Hey! Pikmin;FALSE;FALSE;TRUE;FALSE;FALSE;6.8;Action;N;2017;7
Hob;TRUE;FALSE;FALSE;TRUE;FALSE;7.8;Action-Adventure;N;2017;9
Horizon Zero Dawn;TRUE;FALSE;FALSE;FALSE;FALSE;9.3;Action-RPG;Y;2017;2
Horizon Zero Dawn The Frozen Wilds;TRUE;FALSE;FALSE;FALSE;FALSE;8.8;Action-RPG;N;2017;11
Injustice 2;TRUE;TRUE;FALSE;TRUE;FALSE;9;Fighting;Y;2017;5
Just Dance 2017;FALSE;FALSE;TRUE;FALSE;FALSE;7;Music;N;2017;3
Kingdom Hearts HD 2.8 Final Chapter Prologue;TRUE;FALSE;FALSE;FALSE;FALSE;7.5;Action-RPG;N;2017;1
Knack 2;TRUE;FALSE;FALSE;FALSE;FALSE;7.2;Action-Adventure;N;2017;9
LA Noire (Re-release);TRUE;TRUE;TRUE;FALSE;FALSE;8;Action-Adventure;N;2017;11
LA Noire: The VR Case Files;FALSE;FALSE;FALSE;TRUE;TRUE;8.5;Action-Adventure;N;2017;12
LawBreakers;TRUE;FALSE;FALSE;TRUE;FALSE;7.9;Shooter;N;2017;8
LEGO City Undercover;TRUE;TRUE;TRUE;TRUE;FALSE;8;Action-Adventure;N;2017;4
LEGO Marvel Super Heroes 2;TRUE;TRUE;TRUE;TRUE;TRUE;8;Action-Adventure;N;2017;11
Lego Worlds;TRUE;TRUE;FALSE;TRUE;FALSE;7.2;Sandbox;N;2017;3
Life is Strange: Before the Storm Episode 1;TRUE;TRUE;FALSE;TRUE;FALSE;7.5;Adventure;N;2017;8
Life is Strange: Before the Storm Episode 2;TRUE;TRUE;FALSE;TRUE;FALSE;7.8;Adventure;N;2017;10
Life is Strange: Before the Storm Episode 3;TRUE;TRUE;FALSE;TRUE;FALSE;7.8;Adventure;N;2017;12
Little Nightmares;TRUE;TRUE;FALSE;TRUE;FALSE;8.8;Puzzle;N;2017;4
Lone Echo;FALSE;FALSE;FALSE;TRUE;FALSE;8.9;Adventure;N;2017;7
Madden NFL 18;TRUE;TRUE;FALSE;FALSE;FALSE;8.6;Sports;N;2017;8
Mario + Rabbids: Kingdom Battle;FALSE;FALSE;TRUE;FALSE;FALSE;7.7;Action-RPG;N;2017;8
Mario Kart 8 Deluxe;FALSE;FALSE;TRUE;FALSE;FALSE;9.3;Racing;N;2017;4
Marvel Vs Capcom: Infinite;TRUE;TRUE;FALSE;TRUE;FALSE;7.7;Fighting;N;2017;9
Mass Effect: Andromeda;TRUE;TRUE;FALSE;TRUE;FALSE;7.7;Action-RPG;N;2017;3
Matterfall;TRUE;FALSE;FALSE;FALSE;FALSE;7;Shooter;N;2017;8
Mega Man Legacy Collection 2;TRUE;FALSE;TRUE;TRUE;FALSE;6;Action;N;2017;8
Metroid: Samus Returns;FALSE;FALSE;TRUE;FALSE;FALSE;8.5;Action-Adventure;N;2017;9
Middle-earth: Shadow of War;TRUE;TRUE;FALSE;TRUE;FALSE;9;Action-Adventure;Y;2017;10
Minecraft Switch Edition;FALSE;FALSE;TRUE;FALSE;FALSE;9.5;Sandbox;Y;2017;5
Minecraft: Story Mode 3DS;FALSE;FALSE;TRUE;FALSE;FALSE;6.5;Adventure;N;2017;8
MLB The Show 17;TRUE;FALSE;FALSE;FALSE;FALSE;9.5;Sports;Y;2017;3
Monster Hunter Stories;FALSE;FALSE;TRUE;FALSE;FALSE;8.9;RPG;N;2017;9
Mr. Shifty;TRUE;TRUE;TRUE;TRUE;TRUE;6.2;Action;N;2017;4
NBA 2K18;TRUE;TRUE;TRUE;TRUE;FALSE;8.4;Sports;N;2017;9
NBA Live 18;TRUE;TRUE;FALSE;FALSE;FALSE;6.5;Sports;N;2017;9
NBA Playgrounds;TRUE;TRUE;TRUE;TRUE;FALSE;7.4;Sports;N;2017;5
Need for Speed Payback;TRUE;TRUE;FALSE;TRUE;FALSE;5.9;Racing;N;2017;11
Nex Machina;TRUE;FALSE;FALSE;TRUE;FALSE;8;Shooter;N;2017;6
NHL 18;TRUE;TRUE;FALSE;FALSE;FALSE;7.4;Sports;N;2017;9
Nidhogg 2;TRUE;FALSE;FALSE;TRUE;TRUE;8;Fighting;N;2017;8
Nier: Automata;TRUE;FALSE;FALSE;FALSE;FALSE;8.9;Action;N;2017;3
Night in the Woods;TRUE;FALSE;FALSE;TRUE;TRUE;8.7;Adventure;N;2017;2
Nioh;TRUE;FALSE;FALSE;FALSE;FALSE;9.6;RPG;Y;2017;2
Opus Magnum;FALSE;FALSE;FALSE;TRUE;TRUE;9.5;Puzzle;Y;2017;12
Outlast 2;TRUE;TRUE;FALSE;TRUE;TRUE;8.3;Survival;N;2017;4
Overcooked: Special Edition;FALSE;FALSE;TRUE;FALSE;FALSE;8.4;Simulator;N;2017;7
Overgrowth;FALSE;FALSE;FALSE;TRUE;TRUE;5.7;Action;N;2017;10
Paradigm;FALSE;FALSE;FALSE;TRUE;TRUE;8;Adventure;N;2017;4
Perception;TRUE;TRUE;TRUE;TRUE;FALSE;4.8;Adventure;N;2017;5
Persona 5;TRUE;FALSE;FALSE;FALSE;FALSE;9.7;RPG;Y;2017;4
PES 2018;TRUE;TRUE;FALSE;TRUE;TRUE;9.2;Sports;N;2017;9
Pillars of Eternity: Complete Edition;TRUE;TRUE;FALSE;FALSE;FALSE;8.5;RPG;Y;2017;8
PlayerUnknown's Battlegrounds;TRUE;TRUE;FALSE;TRUE;FALSE;9.5;Survival;Y;2017;12
Pokemon Ultra Sun and Ultra Moon;FALSE;FALSE;TRUE;FALSE;FALSE;9;RPG;Y;2017;11
Pokken Tournament DX;FALSE;FALSE;TRUE;FALSE;FALSE;8;Fighting;N;2017;9
Poochy and Yoshi's Woolly World;FALSE;FALSE;TRUE;FALSE;FALSE;7.1;Platformer;N;2017;2
Prey;TRUE;TRUE;FALSE;TRUE;FALSE;8;Shooter;N;2017;5
Project CARS 2;TRUE;TRUE;FALSE;TRUE;FALSE;9.2;Racing;Y;2017;9
Psychonauts in the Rhombus of Ruin;TRUE;FALSE;FALSE;FALSE;FALSE;7.5;Adventure;N;2017;2
Puyo Puyo Tetris;TRUE;FALSE;TRUE;FALSE;FALSE;8.7;Puzzle;N;2017;4
Pyre;TRUE;FALSE;FALSE;TRUE;FALSE;9.7;Action-RPG;Y;2017;7
RAID: WWII;TRUE;TRUE;FALSE;FALSE;FALSE;5;Shooter;N;2017;10
Rain World;TRUE;FALSE;FALSE;TRUE;FALSE;6.3;Platformer;N;2017;3
Reservoir Dogs: Bloody Days DLC;FALSE;FALSE;FALSE;TRUE;FALSE;5.2;Shooter;N;2017;5
Resident Evil 7: Biohazard;TRUE;TRUE;FALSE;TRUE;FALSE;7.7;Action-Adventure;N;2017;1
Rick and Morty: Virtual Rick-ality (PS4);TRUE;FALSE;FALSE;TRUE;FALSE;7.6;Simulator;N;2017;4
Rime;TRUE;TRUE;FALSE;TRUE;FALSE;6.5;Adventure;N;2017;5
Road Redemption;TRUE;TRUE;TRUE;TRUE;TRUE;5.7;Racing;N;2017;10
Robo Recall;FALSE;FALSE;FALSE;TRUE;FALSE;8.5;Shooter;Y;2017;3
Rocket League (Switch);FALSE;FALSE;TRUE;FALSE;FALSE;9.3;Sports;Y;2017;11
Ruiner;TRUE;TRUE;FALSE;TRUE;FALSE;6;Shooter;N;2017;9
Seven: The Days Long Gone;FALSE;FALSE;TRUE;TRUE;TRUE;4;RPG;N;2017;12
Shovel Knight: Treasure Trove;FALSE;FALSE;TRUE;FALSE;FALSE;9;Side-scroller;Y;2017;3
Sid Meier's Civilization VI (iOS);FALSE;FALSE;FALSE;FALSE;TRUE;9.1;Strategy;N;2017;12
Snake Pass;TRUE;TRUE;TRUE;TRUE;FALSE;7.2;Puzzle;N;2017;3
Sniper Elite 4;TRUE;TRUE;FALSE;TRUE;FALSE;8.3;Shooter;N;2017;2
Sniper: Ghost Warrior 3;TRUE;TRUE;FALSE;TRUE;FALSE;5.5;Shooter;N;2017;4
Snipperclips: Cut It Out Together!;FALSE;FALSE;TRUE;FALSE;FALSE;8;Puzzle;N;2017;3
Sonic Forces;TRUE;TRUE;TRUE;TRUE;FALSE;6.9;Platformer;N;2017;11
Sonic Mania;TRUE;TRUE;TRUE;FALSE;FALSE;8.7;Platformer;N;2017;8
South Park: The Fractured But Whole;TRUE;TRUE;FALSE;TRUE;FALSE;8.5;RPG;N;2017;10
Splatoon 2;FALSE;FALSE;TRUE;FALSE;FALSE;8.3;Shooter;N;2017;7
Star Fox 2;FALSE;FALSE;TRUE;FALSE;FALSE;5;Shooter;N;2017;9
Star Trek: Bridge Crew;TRUE;FALSE;FALSE;FALSE;TRUE;6.8;Action-Adventure;N;2017;5
Star Wars Battlefront II;TRUE;TRUE;FALSE;TRUE;FALSE;6.5;Shooter;N;2017;11
StarCraft Remastered;FALSE;FALSE;FALSE;TRUE;FALSE;9;Strategy;Y;2017;8
SteamWorld Dig 2;FALSE;FALSE;TRUE;FALSE;FALSE;8.8;Platformer;Y;2017;9
Steel Division: Normandy '44;FALSE;FALSE;FALSE;TRUE;FALSE;8.7;Strategy;N;2017;5
Story of Seasons: Trio of Towns 3DS;FALSE;FALSE;TRUE;FALSE;FALSE;7.7;Simulator;N;2017;3
Strafe;FALSE;FALSE;FALSE;TRUE;FALSE;6.3;Shooter;N;2017;5
Styx: Shards of Darkness;TRUE;TRUE;FALSE;TRUE;FALSE;7.8;Stealth;N;2017;3
Sundered;TRUE;FALSE;FALSE;TRUE;FALSE;7.8;Action-Adventure;N;2017;7
Super Bomberman R;FALSE;FALSE;TRUE;FALSE;FALSE;6.2;Action;N;2017;3
Super Lucky's Tale;FALSE;TRUE;FALSE;TRUE;FALSE;5;Platformer;N;2017;11
Super Mario Odyssey;FALSE;FALSE;TRUE;FALSE;FALSE;10;Action-Adventure;Y;2017;10
Superhot VR;TRUE;FALSE;FALSE;FALSE;TRUE;9;Shooter;Y;2017;8
Tacoma;FALSE;TRUE;FALSE;TRUE;TRUE;8.5;Adventure;N;2017;8
Tale of Berseria;TRUE;FALSE;FALSE;TRUE;FALSE;8.8;RPG;N;2017;1
Tekken 7;TRUE;TRUE;FALSE;TRUE;FALSE;9.5;Fighting;Y;2017;6
The Binding of Isaac: Afterbirth+ DLC;TRUE;TRUE;TRUE;TRUE;FALSE;9;RPG;Y;2017;1
The Elder Scrolls Online: Morrowind;TRUE;TRUE;FALSE;TRUE;TRUE;8;RPG;N;2017;6
The Elder Scrolls V: Skyrim (VR);TRUE;FALSE;TRUE;FALSE;FALSE;6.8;Action-RPG;N;2017;11
The Elder Scrolls: Legends;FALSE;FALSE;FALSE;TRUE;TRUE;8.3;Strategy;N;2017;3
The Evil Within 2;TRUE;TRUE;FALSE;TRUE;FALSE;8;Survival;N;2017;10
The Legend of Zelda: Breath of the Wild;FALSE;FALSE;TRUE;FALSE;FALSE;10;RPG;Y;2017;3
The Legend of Zelda: Breath of the Wild: The Champions' Ballad DLC;FALSE;FALSE;TRUE;FALSE;FALSE;7.8;RPG;N;2017;12
The Long Journey Home;FALSE;FALSE;FALSE;TRUE;FALSE;6.4;Adventure;N;2017;5
The Sexy Brutale;TRUE;TRUE;FALSE;TRUE;FALSE;8.2;Puzzle;N;2017;4
The Signal From Tolva;FALSE;FALSE;FALSE;TRUE;FALSE;6.5;Shooter;N;2017;4
The Sims 4;TRUE;TRUE;FALSE;FALSE;FALSE;5.5;Simulator;N;2017;11
The Surge;TRUE;TRUE;FALSE;TRUE;FALSE;7.9;Action-RPG;N;2017;5
The Surge: A Walk in the Park DLC;TRUE;TRUE;FALSE;TRUE;FALSE;7.5;Action-RPG;N;2017;12
The Walking Dead - A New Frontier Episode 3;TRUE;TRUE;FALSE;TRUE;TRUE;7.2;Adventure;N;2017;3
The Walking Dead - A New Frontier Episode 4;TRUE;TRUE;FALSE;TRUE;TRUE;6.5;Adventure;N;2017;4
The Walking Dead - A New Frontier Episode 5;TRUE;TRUE;FALSE;TRUE;TRUE;8.4;Adventure;N;2017;5
Thimbleweed Park;FALSE;TRUE;FALSE;TRUE;TRUE;8.5;Adventure;N;2017;3
Tiny Metal;TRUE;FALSE;TRUE;TRUE;FALSE;6.8;Strategy;N;2017;12
Tokyo 42;FALSE;TRUE;FALSE;TRUE;FALSE;6.5;Action;N;2017;5
Torment: Tides of Numenera;TRUE;TRUE;FALSE;TRUE;FALSE;8.8;RPG;N;2017;2
Total War: Warhammer 2;FALSE;FALSE;FALSE;TRUE;FALSE;9.1;Strategy;Y;2017;9
Trove;TRUE;TRUE;FALSE;TRUE;TRUE;6.2;Action;N;2017;4
Uncharted: The Lost Legacy;TRUE;FALSE;FALSE;FALSE;FALSE;7.5;Action-Adventure;N;2017;8
Urban Empire;FALSE;FALSE;FALSE;TRUE;FALSE;6.4;Simulator;N;2017;1
Valkyria Revolution;TRUE;TRUE;FALSE;FALSE;FALSE;6;Action-RPG;N;2017;6
Voodoo Vince Remastered;FALSE;FALSE;FALSE;TRUE;TRUE;7.2;Platformer;N;2017;4
Warhammer 40K: Dawn of War 3;FALSE;FALSE;FALSE;TRUE;FALSE;7.6;Strategy;N;2017;4
What Remains of Edith Finch;TRUE;TRUE;FALSE;TRUE;FALSE;8.8;Adventure;N;2017;4
Wolfenstein 2: The New Colossus;TRUE;TRUE;FALSE;TRUE;FALSE;9.1;Shooter;Y;2017;10
Wonder Boy: The Dragon's Trap;TRUE;TRUE;TRUE;FALSE;FALSE;7.1;Platformer;N;2017;4
WRC 7;TRUE;TRUE;FALSE;TRUE;FALSE;7.3;Racing;N;2017;9
WWE 2K18;TRUE;TRUE;FALSE;TRUE;FALSE;7;Sports;N;2017;10
WWE 2K18 (Switch);FALSE;FALSE;TRUE;FALSE;FALSE;3.8;Sports;N;2017;12
XCOM 2: War of the Chosen DLC;TRUE;TRUE;FALSE;TRUE;TRUE;8.8;Strategy;Y;2017;8
Xenoblade Chronicles 2;FALSE;FALSE;TRUE;FALSE;FALSE;8.5;Action-RPG;N;2017;11
Yakuza 0;FALSE;FALSE;TRUE;FALSE;FALSE;8.5;Action-Adventure;N;2017;1
Yakuza Kiwami;TRUE;FALSE;FALSE;FALSE;FALSE;7.9;Action-Adventure;N;2017;8
Yooka-Laylee;TRUE;TRUE;FALSE;TRUE;TRUE;7;Platformer;N;2017;4
The Legend of Zelda: Breath of the Wild - The Master Trials DLC;FALSE;FALSE;TRUE;FALSE;FALSE;8;Action-Adventure;N;2017;6
100ft Robot Golf;TRUE;FALSE;FALSE;TRUE;FALSE;5;Sports;N;2016;10
1979 Revolution;FALSE;FALSE;FALSE;TRUE;FALSE;8;Action-Adventure;N;2016;4
7 Days to Die;FALSE;TRUE;FALSE;FALSE;FALSE;4.9;Shooter;N;2016;7
Abzu;TRUE;FALSE;FALSE;FALSE;FALSE;8.4;Adventure;N;2016;8
Adr1ft;FALSE;FALSE;FALSE;TRUE;FALSE;6;Adventure;N;2016;3
Adr1ft [VR Edition];FALSE;FALSE;FALSE;TRUE;FALSE;7;Adventure;N;2016;3
Alekhine's Gun;FALSE;FALSE;FALSE;TRUE;FALSE;3;Action;N;2016;3
Amplitude;TRUE;FALSE;FALSE;FALSE;FALSE;7;Music;N;2016;1
Ashes of Singularity;FALSE;FALSE;FALSE;TRUE;FALSE;7.7;Strategy;N;2016;3
Ashes of the Singularity: Escalation;FALSE;FALSE;FALSE;TRUE;FALSE;8.1;Strategy;N;2016;3
Assassin's Creed Chronicles: India;FALSE;TRUE;FALSE;FALSE;FALSE;6;Platformer;N;2016;1
Assassin's Creed Chronicles: Russia;FALSE;TRUE;FALSE;FALSE;FALSE;5.8;Platformer;N;2016;2
Assassin's Creed: The Ezio Collection;TRUE;TRUE;FALSE;FALSE;FALSE;6;Action-Adventure;N;2016;11
Assetto Corsa;TRUE;TRUE;FALSE;FALSE;FALSE;6;Racing;N;2016;8
Attack on Titan;TRUE;FALSE;FALSE;FALSE;FALSE;7.3;Action;N;2016;8
Batman: Arkham VR;TRUE;FALSE;FALSE;FALSE;FALSE;7.2;Action-Adventure;N;2016;10
Batman: Return to Arkham;TRUE;TRUE;FALSE;FALSE;FALSE;7;Action-Adventure;N;2016;10
Batman: The Telltale Series -- Episode 1: Realm of Shadows;TRUE;TRUE;FALSE;TRUE;TRUE;7.5;Adventure;N;2016;8
Batman: The Telltale Series -- Episode 2: Children of Arkham;TRUE;TRUE;FALSE;TRUE;TRUE;8;Adventure;N;2016;9
Batman: The Telltale Series Episode 3: New World Order;TRUE;TRUE;FALSE;TRUE;FALSE;7.7;Adventure;N;2016;10
Batman: The Telltale Series Episode 4: Guardian of Gotham;TRUE;TRUE;FALSE;TRUE;TRUE;6.5;Adventure;N;2016;11
Batman: The Telltale Series Episode 5: City of Light;TRUE;TRUE;FALSE;TRUE;TRUE;7.5;Adventure;N;2016;12
Battleborn;TRUE;TRUE;FALSE;TRUE;FALSE;7.1;Shooter;N;2016;5
Battlefield 1;TRUE;TRUE;FALSE;TRUE;FALSE;9;Shooter;Y;2016;10
Battlefleet Gothic: Armada;FALSE;FALSE;FALSE;TRUE;FALSE;7.1;Strategy;N;2016;4
Battlezone VR;TRUE;FALSE;FALSE;FALSE;FALSE;6.3;Action;N;2016;10
BioShock: The Collection;TRUE;TRUE;FALSE;FALSE;FALSE;8.2;Shooter;N;2016;9
Bombshell;FALSE;FALSE;FALSE;TRUE;FALSE;6.9;Action;N;2016;1
BoxBoxBoy!;FALSE;FALSE;TRUE;FALSE;FALSE;7.8;Puzzle;N;2016;7
Bravely Second: End Layer;FALSE;FALSE;TRUE;FALSE;FALSE;7.1;RPG;N;2016;3
Call of Duty: Infinite Warfare;TRUE;TRUE;FALSE;TRUE;FALSE;7.7;Shooter;N;2016;11
Call of Duty: Modern Warfare Remastered;TRUE;TRUE;FALSE;TRUE;FALSE;8.5;Shooter;N;2016;11
Carmageddon: Max Damage;TRUE;FALSE;FALSE;FALSE;FALSE;5.4;Racing;N;2016;7
Chronos;FALSE;FALSE;FALSE;TRUE;FALSE;8;RPG;N;2016;4
Clockwork Empires;FALSE;FALSE;FALSE;TRUE;TRUE;6.5;Simulator;N;2016;10
Cobalt;FALSE;TRUE;FALSE;FALSE;FALSE;4.5;Platformer;N;2016;2
Dangerous Golf;FALSE;FALSE;FALSE;TRUE;FALSE;6;Sports;N;2016;6
Dark Souls III;TRUE;FALSE;FALSE;TRUE;FALSE;9.5;Action-RPG;Y;2016;4
Dark Souls III: Ashes of Ariandel DLC;TRUE;TRUE;FALSE;TRUE;FALSE;7.8;Action-RPG;N;2016;10
Darkest Dungeon;TRUE;FALSE;FALSE;TRUE;FALSE;9.1;Role Playing;Y;2016;1
Day of the Tentacle: Remastered;FALSE;FALSE;FALSE;TRUE;FALSE;8.8;Adventure;N;2016;3
Dead Island: Definitive Collection;TRUE;TRUE;FALSE;FALSE;FALSE;7;Action;N;2016;6
Dead Rising 4;FALSE;TRUE;FALSE;TRUE;FALSE;8.1;Action-Adventure;N;2016;12
Dead Rising Triple Pack;TRUE;TRUE;FALSE;FALSE;FALSE;6.5;Action-Adventure;N;2016;9
Dead Star;TRUE;FALSE;FALSE;TRUE;FALSE;7.1;Strategy;N;2016;4
Destiny: Rise of Iron;TRUE;TRUE;FALSE;FALSE;FALSE;6.2;Shooter;N;2016;9
Deus Ex: Mankind Divided;TRUE;TRUE;FALSE;TRUE;FALSE;9.2;Shooter;Y;2016;8
Deus Ex: Mankind Divided - System Rift;TRUE;TRUE;FALSE;TRUE;TRUE;7.5;Shooter;N;2016;8
Devil Daggers;FALSE;FALSE;FALSE;TRUE;FALSE;8.5;Shooter;N;2016;2
Dishonored 2;TRUE;TRUE;FALSE;TRUE;FALSE;9.3;Action-Adventure;Y;2016;11
Doom;FALSE;FALSE;FALSE;TRUE;FALSE;7.1;Shooter;N;2016;5
Dragon Ball Xenoverse 2;TRUE;TRUE;FALSE;FALSE;FALSE;7.5;Fighting;N;2016;10
Dragon Quest Builders;TRUE;FALSE;FALSE;FALSE;FALSE;8.9;Action;N;2016;1
Dragon Quest VII: Fragments of the Forgotten Past;FALSE;FALSE;TRUE;FALSE;FALSE;7.7;RPG;N;2016;9
Driveclub VR;TRUE;FALSE;FALSE;FALSE;FALSE;5.9;Racing;N;2016;10
Dying Light: The Following;FALSE;FALSE;FALSE;TRUE;FALSE;8.8;Action;N;2016;2
EA Sports UFC 2;TRUE;TRUE;FALSE;FALSE;FALSE;6.4;Fighting;N;2016;3
Eagle Flight;FALSE;FALSE;FALSE;FALSE;TRUE;7.6;Simulator;N;2016;12
Edge of Nowhere;FALSE;FALSE;FALSE;TRUE;FALSE;6.7;Adventure;N;2016;6
Enter the Gungeon;TRUE;FALSE;FALSE;TRUE;FALSE;8.5;Shooter;N;2016;4
EVE Valkyrie;TRUE;FALSE;FALSE;FALSE;FALSE;7.9;Shooter;N;2016;10
F1 2016;TRUE;TRUE;FALSE;TRUE;FALSE;8.8;Racing;N;2016;8
Fallout 4: Automatron;FALSE;FALSE;FALSE;TRUE;FALSE;7.5;RPG;N;2016;3
Fallout 4: Contraptions;FALSE;FALSE;FALSE;TRUE;FALSE;6.8;RPG;N;2016;6
Fallout 4: Far Harbor;FALSE;FALSE;FALSE;TRUE;FALSE;8.3;RPG;N;2016;5
Fallout 4: Nuka World;FALSE;FALSE;FALSE;TRUE;FALSE;7.9;RPG;N;2016;8
Fallout 4: Vault-Tec Workshop;FALSE;FALSE;FALSE;TRUE;FALSE;8.2;RPG;N;2016;7
Fallout 4: Wasteland Workshop;FALSE;FALSE;FALSE;TRUE;FALSE;5.5;RPG;N;2016;4
Far Cry Primal;TRUE;FALSE;FALSE;FALSE;FALSE;7.9;Action;N;2016;2
FAST Racing Neo;FALSE;FALSE;TRUE;FALSE;FALSE;8;Racing;N;2016;1
FIFA 17;TRUE;TRUE;FALSE;FALSE;FALSE;8.4;Sports;N;2016;9
Final Fantasy Explorers;FALSE;FALSE;TRUE;FALSE;FALSE;6.8;RPG;N;2016;1
Final Fantasy XV;TRUE;TRUE;FALSE;FALSE;FALSE;8.2;Action-RPG;N;2016;11
Fire Emblem Fates: Birthright;FALSE;FALSE;TRUE;FALSE;FALSE;9.4;RPG;Y;2016;2
Fire Emblem Fates: Conquest;FALSE;FALSE;TRUE;FALSE;FALSE;9.5;RPG;Y;2016;2
Fire Emblem Fates: Revelation;FALSE;FALSE;TRUE;FALSE;FALSE;9.5;Strategy;N;2016;2
Firewatch;TRUE;TRUE;FALSE;TRUE;FALSE;9.3;Adventure;Y;2016;2
Forza Horizon 3;FALSE;TRUE;FALSE;FALSE;FALSE;9.5;Racing;Y;2016;9
Forza Horizon 3: Blizzard Mountain;FALSE;TRUE;FALSE;TRUE;FALSE;8.9;Racing;Y;2016;12
Fru;FALSE;TRUE;FALSE;FALSE;FALSE;8.5;Platformer;N;2016;7
Furi;FALSE;FALSE;FALSE;TRUE;FALSE;6.8;Action;N;2016;7
Gears of War 4;FALSE;TRUE;FALSE;TRUE;FALSE;9.2;Shooter;Y;2016;10
Gemini: Heroes Reborn;FALSE;FALSE;FALSE;TRUE;FALSE;6.4;Adventure;N;2016;1
Ghostbusters;FALSE;FALSE;FALSE;TRUE;FALSE;4.4;Action;N;2016;7
Grim Dawn;FALSE;FALSE;FALSE;TRUE;FALSE;8.7;Action-RPG;N;2016;3
Grow Up;FALSE;FALSE;FALSE;TRUE;FALSE;7.8;Platformer;N;2016;8
Hardware: Rivals;TRUE;FALSE;FALSE;FALSE;FALSE;5.5;Action;N;2016;1
